lm_key,r,lora_dropout,early_stop_metric,train_layer,bias,patience,lr,gpu,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,all,3,0.0005,0,0.5566,0.9879,0.9656,0.7152,0.6135,0.9315,0.0315,0.1198,0.6174,7
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.0005,1,0.5901,0.9854,0.9649,0.6877,0.6189,0.9292,0.0223,0.1354,0.6172,9
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,none,3,0.001,0,0.5088,0.9915,0.9665,0.7668,0.6087,0.9283,0.0268,0.1246,0.6394,8
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.001,1,0.547,0.9877,0.9649,0.7087,0.6049,0.9228,0.0056,0.2057,0.6239,14
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.0005,1,0.5742,0.9873,0.9659,0.7115,0.6217,0.9173,0.0064,0.1959,0.6159,12
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.001,1,0.5758,0.9875,0.9662,0.7163,0.6249,0.9362,0.0524,0.0974,0.6157,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,none,3,0.0005,0,0.5343,0.9893,0.9657,0.7314,0.6081,0.9158,0.0065,0.1739,0.6262,13
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,all,3,0.001,0,0.5646,0.9892,0.9672,0.7406,0.6302,0.9349,0.053,0.0994,0.6323,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.0005,1,0.6108,0.9801,0.961,0.6268,0.5983,0.9186,0.0034,0.2123,0.6225,14
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.001,1,0.4609,0.9932,0.9656,0.7875,0.587,0.9271,0.0536,0.1015,0.6197,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.0005,1,0.563,0.986,0.9641,0.6868,0.6034,0.9213,0.011,0.1682,0.6228,11
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,all,3,0.0005,0,0.5837,0.9873,0.9664,0.7148,0.6288,0.9106,0.0048,0.1849,0.6218,17
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.001,1,0.5965,0.9873,0.967,0.7192,0.6381,0.9284,0.0185,0.1355,0.6369,11
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,none,3,0.001,0,0.6172,0.9852,0.9661,0.6948,0.6372,0.935,0.0445,0.1004,0.634,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.0005,1,0.5391,0.9883,0.9651,0.7161,0.6038,0.9202,0.0232,0.1205,0.627,9
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,none,3,0.0005,0,0.5295,0.9883,0.9646,0.7124,0.5965,0.9193,0.0148,0.1639,0.6216,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.001,1,0.453,0.9935,0.9655,0.7911,0.5832,0.9295,0.0528,0.1014,0.6253,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,all,3,0.001,0,0.5758,0.9888,0.9674,0.7367,0.6348,0.9382,0.0491,0.0964,0.6323,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.0005,1,0.4928,0.9894,0.9637,0.7169,0.5767,0.9201,0.0108,0.1784,0.606,11
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.001,1,0.5582,0.9873,0.9651,0.7056,0.6098,0.938,0.0501,0.098,0.6232,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,all,3,0.0005,0,0.6539,0.9794,0.9626,0.6347,0.6245,0.9276,0.0168,0.1476,0.63,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.0005,1,0.5199,0.989,0.9647,0.7212,0.5949,0.9178,0.0196,0.1449,0.6063,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.001,0,0.5439,0.9912,0.968,0.7715,0.6322,0.9468,0.078,0.0908,0.6243,5
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.001,1,0.5486,0.9908,0.9679,0.7644,0.6319,0.9299,0.0495,0.0997,0.6281,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.0005,0,0.6204,0.9859,0.967,0.706,0.6446,0.9305,0.0196,0.1341,0.6305,9
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.0005,1,0.5566,0.9863,0.9641,0.6897,0.6012,0.9224,0.0072,0.1758,0.6386,12
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.001,1,0.5726,0.9895,0.9679,0.7479,0.6383,0.9401,0.053,0.0944,0.6396,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.001,0,0.5215,0.9909,0.9666,0.7587,0.6129,0.9268,0.0268,0.1149,0.6434,8
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.0005,1,0.5742,0.9874,0.966,0.7129,0.6224,0.9279,0.0191,0.1374,0.6225,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.0005,0,0.5598,0.9894,0.9671,0.7421,0.6281,0.9247,0.0255,0.1225,0.6202,8
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.001,1,0.5136,0.9917,0.967,0.7722,0.614,0.9287,0.0278,0.1186,0.627,7
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.0005,1,0.555,0.9881,0.9656,0.7175,0.6137,0.9237,0.0102,0.1638,0.6291,10
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.001,0,0.5311,0.9902,0.9664,0.7466,0.6132,0.9211,0.02,0.1342,0.6364,9
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.001,1,0.5486,0.9888,0.966,0.7288,0.6154,0.9364,0.0474,0.1006,0.6275,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.0005,0,0.6172,0.9791,0.9604,0.6172,0.5963,0.9326,0.0154,0.156,0.6162,9
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.0005,1,0.5263,0.9894,0.9654,0.7301,0.6028,0.9154,0.0056,0.2009,0.6098,13
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.001,0,0.5167,0.9911,0.9665,0.7606,0.6108,0.928,0.0484,0.1084,0.6326,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.001,1,0.5407,0.9906,0.9673,0.7584,0.6243,0.9304,0.0502,0.0935,0.6447,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.0005,0,0.5263,0.9888,0.9648,0.719,0.5976,0.9342,0.0342,0.1194,0.6064,7
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.0005,1,0.5279,0.9896,0.9657,0.7356,0.6063,0.9207,0.0158,0.1405,0.6293,10
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.001,0,0.5821,0.9893,0.9682,0.748,0.6438,0.9286,0.0491,0.0962,0.6398,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.001,1,0.5758,0.9888,0.9674,0.7367,0.6348,0.9387,0.0549,0.095,0.6341,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.0005,1,0.5104,0.992,0.967,0.7767,0.614,0.9314,0.0586,0.0994,0.6148,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.0005,0,0.6204,0.9824,0.9637,0.6582,0.6199,0.9287,0.0168,0.1336,0.6207,9
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.001,1,0.4976,0.9905,0.965,0.7411,0.5904,0.9212,0.0236,0.1194,0.6215,8
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.0005,1,0.4785,0.9926,0.966,0.7792,0.5949,0.935,0.0649,0.0979,0.6161,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.001,1,0.5279,0.991,0.967,0.7627,0.6186,0.9329,0.0497,0.1008,0.6368,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.001,0,0.5837,0.9887,0.9677,0.7379,0.6399,0.9137,0.0169,0.1399,0.6519,11
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.0005,1,0.4705,0.9916,0.9646,0.7545,0.5793,0.928,0.0628,0.1033,0.6092,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.001,1,0.5311,0.9903,0.9665,0.75,0.6148,0.9279,0.0458,0.1062,0.627,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.0005,0,0.5167,0.991,0.9665,0.7588,0.61,0.9313,0.0558,0.0989,0.6324,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.0005,1,0.5152,0.9911,0.9665,0.76,0.6096,0.9389,0.0589,0.0925,0.631,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.001,0,0.5646,0.9894,0.9674,0.7437,0.6316,0.9311,0.0443,0.1022,0.6359,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.001,1,0.5662,0.9899,0.9679,0.7537,0.6373,0.9378,0.0536,0.0976,0.635,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.0005,0,0.4944,0.9913,0.9656,0.7561,0.595,0.9295,0.0577,0.0975,0.6218,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.0005,1,0.5167,0.9917,0.9671,0.7733,0.6164,0.9296,0.0582,0.0952,0.6287,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.001,1,0.5088,0.9916,0.9666,0.7687,0.6095,0.9373,0.0455,0.1055,0.6278,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.001,0,0.5199,0.9913,0.9669,0.7653,0.6149,0.9281,0.0494,0.1086,0.6289,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.0005,1,0.5056,0.9919,0.9667,0.7732,0.6095,0.9337,0.0615,0.0974,0.6211,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.001,1,0.5088,0.9928,0.9677,0.7935,0.6203,0.9401,0.0479,0.1075,0.6254,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.0005,0,0.5997,0.9865,0.9665,0.7081,0.6343,0.9238,0.0167,0.1415,0.6222,9
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.0005,1,0.63,0.985,0.9666,0.6966,0.645,0.9195,0.012,0.1542,0.6179,10
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.001,1,0.5375,0.9913,0.9678,0.7712,0.6282,0.9242,0.0518,0.1028,0.6395,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.0005,1,0.5837,0.9867,0.9658,0.7052,0.624,0.9215,0.0051,0.1826,0.6343,16
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.001,1,0.6236,0.9837,0.9651,0.6765,0.6312,0.9275,0.016,0.1333,0.6502,14
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.0005,1,0.496,0.9927,0.967,0.7873,0.6096,0.9273,0.0366,0.1195,0.6209,7
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.001,1,0.5439,0.9907,0.9675,0.7612,0.6275,0.9359,0.0454,0.0982,0.6288,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.0005,1,0.5263,0.9903,0.9663,0.7483,0.6111,0.9197,0.0071,0.1928,0.6176,11
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.001,1,0.5088,0.9914,0.9664,0.7632,0.6071,0.9335,0.0313,0.1212,0.635,7
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.0005,1,0.4753,0.9908,0.9641,0.7376,0.575,0.9305,0.059,0.1009,0.6159,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.001,1,0.555,0.9893,0.9668,0.7389,0.6238,0.933,0.0301,0.1043,0.6392,8
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.0005,1,0.571,0.9895,0.9678,0.7474,0.6371,0.9262,0.015,0.1521,0.6216,9
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.001,1,0.5375,0.9901,0.9666,0.7472,0.6173,0.923,0.0216,0.123,0.6316,10
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.0005,1,0.6268,0.9861,0.9675,0.7107,0.6505,0.9332,0.0198,0.1265,0.6343,9
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,none,3,0.001,1,0.5614,0.9909,0.9686,0.7702,0.6421,0.9348,0.0433,0.1041,0.6298,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,none,3,0.0005,1,0.4785,0.9917,0.9651,0.7595,0.5865,0.9289,0.0579,0.1019,0.6083,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,all,3,0.001,1,0.5343,0.9905,0.9669,0.7545,0.6187,0.925,0.0292,0.1308,0.6313,7
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,all,3,0.0005,1,0.4785,0.9919,0.9653,0.7634,0.5882,0.9282,0.0578,0.1034,0.6247,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,none,3,0.001,1,0.547,0.9925,0.9694,0.7995,0.6467,0.926,0.0499,0.1002,0.6376,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,none,3,0.0005,1,0.5742,0.9881,0.9666,0.7243,0.6279,0.9218,0.0107,0.1722,0.622,11
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,all,3,0.001,1,0.5614,0.9902,0.968,0.7586,0.6368,0.9359,0.0526,0.1008,0.6408,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,all,3,0.0005,1,0.5263,0.9912,0.9671,0.7657,0.6189,0.9249,0.0567,0.0949,0.6338,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,none,3,0.001,1,0.4992,0.9927,0.9671,0.7884,0.6121,0.932,0.0443,0.1072,0.6413,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,none,3,0.0005,1,0.4753,0.993,0.9662,0.7884,0.5967,0.9315,0.0597,0.1005,0.6204,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,all,3,0.001,1,0.5247,0.9907,0.9665,0.7546,0.613,0.9406,0.0489,0.1016,0.6329,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,all,3,0.0005,1,0.6013,0.9844,0.9646,0.6781,0.62,0.9257,0.0179,0.1437,0.6065,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.001,1,0.5311,0.9915,0.9677,0.7744,0.6258,0.9288,0.0508,0.0987,0.6368,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.0005,1,0.5917,0.9855,0.9651,0.6896,0.6207,0.9206,0.0154,0.1422,0.6281,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.001,1,0.5375,0.9912,0.9677,0.7694,0.6274,0.9243,0.0247,0.1306,0.631,10
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.0005,1,0.4466,0.9932,0.9649,0.7821,0.5753,0.9318,0.0342,0.1055,0.6239,7
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.001,1,0.5742,0.9901,0.9685,0.7595,0.6447,0.9359,0.0441,0.103,0.6397,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.0005,1,0.4769,0.9919,0.9652,0.7628,0.5869,0.9307,0.0558,0.1004,0.6241,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.001,1,0.5518,0.9902,0.9675,0.7555,0.6296,0.9367,0.0501,0.1055,0.6392,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.0005,1,0.5375,0.9855,0.9623,0.67,0.5808,0.9183,0.0155,0.1475,0.6261,9
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.001,1,0.5598,0.9917,0.9694,0.787,0.6488,0.9366,0.0493,0.103,0.6424,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.0005,1,0.4482,0.9936,0.9653,0.7915,0.5802,0.9254,0.0541,0.1125,0.615,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.001,1,0.5279,0.9906,0.9666,0.754,0.6146,0.9316,0.0548,0.0969,0.6395,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.0005,1,0.622,0.9857,0.9669,0.704,0.6445,0.9302,0.0259,0.1177,0.606,8
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.001,1,0.5423,0.9909,0.9676,0.764,0.6279,0.9355,0.0433,0.1029,0.6364,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.0005,1,0.5152,0.9913,0.9666,0.7636,0.6112,0.9301,0.058,0.0969,0.6232,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.001,1,0.5821,0.991,0.9698,0.7799,0.6589,0.9341,0.0508,0.0996,0.6401,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.0005,1,0.5486,0.9891,0.9663,0.7335,0.6175,0.9266,0.0314,0.1209,0.6115,7
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.001,1,0.5502,0.9892,0.9665,0.7356,0.6195,0.9297,0.0235,0.129,0.6325,8
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.0005,1,0.5199,0.9897,0.9654,0.7342,0.6009,0.9381,0.0434,0.1092,0.6161,7
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.001,1,0.5582,0.9899,0.9675,0.7511,0.6314,0.9389,0.0543,0.0971,0.6344,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.0005,1,0.5407,0.9897,0.9665,0.7418,0.6167,0.9068,0.0159,0.1349,0.613,10
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.001,1,0.571,0.9848,0.9633,0.6717,0.6003,0.9205,0.0134,0.14,0.6225,9
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.0005,1,0.4306,0.9935,0.9643,0.7826,0.5648,0.9326,0.0709,0.1014,0.5934,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.001,1,0.5502,0.9894,0.9666,0.7388,0.6209,0.9415,0.0545,0.0969,0.6189,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.0005,1,0.5678,0.9868,0.9651,0.7008,0.6129,0.9174,0.0058,0.1952,0.627,12
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.001,1,0.4514,0.9934,0.9653,0.7883,0.581,0.9282,0.0523,0.1036,0.6229,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.0005,1,0.4211,0.9934,0.9637,0.7765,0.5559,0.932,0.0671,0.1013,0.6018,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.001,1,0.4992,0.9924,0.9669,0.7825,0.6095,0.9253,0.061,0.1012,0.6222,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.0005,1,0.6124,0.9859,0.9665,0.7033,0.6389,0.9198,0.0194,0.132,0.6292,10
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.001,1,0.488,0.992,0.9659,0.7688,0.5966,0.9266,0.0325,0.1187,0.6172,7
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.0005,1,0.5024,0.9897,0.9645,0.7275,0.5872,0.9382,0.0463,0.1108,0.6037,7
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.001,1,0.5008,0.9904,0.9651,0.7406,0.5921,0.9227,0.0342,0.1251,0.6183,7
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.0005,1,0.6077,0.9834,0.964,0.6673,0.6179,0.928,0.0214,0.1428,0.6123,9
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.001,1,0.5949,0.9875,0.9672,0.7229,0.639,0.9281,0.0126,0.1544,0.6426,11
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.0005,1,0.4928,0.9914,0.9656,0.7574,0.5946,0.9335,0.037,0.1141,0.6305,7
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.001,1,0.5917,0.9889,0.9684,0.745,0.6479,0.9348,0.0505,0.0946,0.6376,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.0005,1,0.4402,0.9936,0.965,0.7908,0.5746,0.9285,0.0611,0.103,0.6175,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.001,1,0.5837,0.9888,0.9678,0.7394,0.6406,0.9363,0.028,0.1213,0.6266,7
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.0005,1,0.5024,0.9915,0.9662,0.7646,0.6037,0.934,0.0637,0.0962,0.6136,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.001,1,0.5598,0.9888,0.9665,0.7312,0.623,0.9402,0.0501,0.0995,0.6209,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.0005,1,0.4912,0.9923,0.9664,0.7778,0.6024,0.9242,0.0601,0.1033,0.6138,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.001,1,0.429,0.9937,0.9645,0.7889,0.5662,0.9258,0.0516,0.1057,0.6338,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.0005,1,0.4896,0.9913,0.9653,0.7543,0.5913,0.9329,0.0591,0.1039,0.6197,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.001,1,0.5646,0.9874,0.9655,0.7094,0.6153,0.9241,0.0392,0.1059,0.6342,8
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.0005,1,0.6077,0.9858,0.9662,0.7004,0.6348,0.9233,0.0092,0.168,0.6281,12
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.001,1,0.5183,0.9894,0.965,0.7271,0.5967,0.9203,0.0122,0.1608,0.6388,10
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.0005,1,0.4657,0.9925,0.9652,0.7725,0.5838,0.9325,0.0652,0.101,0.6087,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.001,1,0.5678,0.9842,0.9627,0.6629,0.5942,0.9206,0.0084,0.1484,0.6492,16
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.0005,1,0.5518,0.9877,0.9651,0.7105,0.6085,0.9247,0.0173,0.1511,0.6097,9
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.001,1,0.5885,0.9895,0.9688,0.7546,0.6507,0.937,0.0475,0.1013,0.6309,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.0005,1,0.5247,0.9905,0.9664,0.7511,0.6114,0.934,0.0577,0.0996,0.6241,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.001,1,0.5965,0.9888,0.9684,0.7435,0.6499,0.9395,0.0532,0.0953,0.6366,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.0005,1,0.3907,0.9956,0.9642,0.8277,0.5543,0.9235,0.0607,0.1062,0.6312,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.001,1,0.4641,0.9926,0.9652,0.7739,0.5834,0.9259,0.0452,0.1116,0.6254,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.0005,1,0.5885,0.9855,0.9649,0.6884,0.6183,0.9274,0.0156,0.1605,0.6211,9
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.001,1,0.4944,0.9914,0.9656,0.7579,0.5959,0.9393,0.048,0.1022,0.6232,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.0005,1,0.5901,0.9855,0.9651,0.6903,0.6201,0.9271,0.008,0.1785,0.614,12
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.001,1,0.5518,0.9917,0.9689,0.7846,0.6429,0.9307,0.0503,0.1007,0.6295,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.0005,1,0.5742,0.9865,0.9651,0.699,0.6156,0.9281,0.0185,0.1389,0.6287,9
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.001,1,0.5343,0.9912,0.9675,0.7683,0.625,0.9337,0.0528,0.0975,0.6383,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.0005,1,0.5311,0.9898,0.966,0.74,0.6102,0.9164,0.0042,0.1993,0.6374,21
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.001,1,0.488,0.9921,0.966,0.7708,0.5974,0.9313,0.0443,0.1097,0.6274,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.0005,1,0.5167,0.9916,0.967,0.7714,0.6156,0.9343,0.0616,0.0978,0.6168,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.001,1,0.5614,0.9898,0.9676,0.7505,0.633,0.9423,0.0476,0.0996,0.6218,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.0005,1,0.547,0.9888,0.9659,0.7267,0.6134,0.9225,0.0168,0.1462,0.6199,9
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.001,1,0.5566,0.9909,0.9684,0.7704,0.6394,0.9279,0.0497,0.0999,0.6299,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.0005,1,0.5359,0.9904,0.9669,0.7534,0.6192,0.9264,0.0266,0.1111,0.6308,8
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.001,1,0.5502,0.9906,0.9678,0.7616,0.6315,0.9291,0.0344,0.1104,0.6358,8
